PMID,ArticleTitle,AbstractText,Authors,DOI,Journal,PubDate_Year,PubDate_Month
30000197,Integrated Pest Management Benefits for Pollinator Health,"Climate change shifts the phenology of flowering plants in Midwest US, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 6 days per decade.","Jackson B, Thomas D, Smith J, Garcia L",10.11643/pollinator.2022.7548,Environmental Science & Technology,2014,10
30000198,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 222 sampling sites over 12 years.,"Moore H, Jackson B, Johnson A",10.12893/pollinator.2012.6547,Nature Ecology & Evolution,2017,10
30000199,Urban Pollinator Conservation: A Garden Ecology Study,Residues of organophosphate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 9% of tested fields.,"Jackson B, Thomas D, Brown M, Taylor S, Moore H",10.15845/pollinator.2015.1420,Environmental Science & Technology,2018,8
30000200,Sublethal Neonicotinoid Effects on Solitary Bees,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 77 sampling sites over 18 years.,"Garcia L, Jackson B, Johnson A, Jones K",10.14497/pollinator.2015.2679,PNAS,2015,11
30000201,Long-Term Trends in Pollinator Abundance and Pesticide Use,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Bombus terrestris populations. We analyzed 198 sampling sites over 17 years.,"Martin F, Wilson P, Anderson T",10.11213/pollinator.2010.9318,PNAS,2011,10
30000202,Integrated Pest Management Benefits for Pollinator Health,Field trials in Pacific Northwest show that integrated pest management reduces Megachile rotundata mortality by 62% compared to conventional neonicotinoid application schedules.,"Jones K, Williams R",10.19457/pollinator.2011.3985,Nature Ecology & Evolution,2014,9
30000203,Pesticide Impact on Honeybee Colony Health,Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Moore H, Martinez C",10.19612/pollinator.2012.6216,Ecology Letters,2017,11
30000204,Sublethal Neonicotinoid Effects on Solitary Bees,This study evaluates the impact of thiamethoxam exposure on Osmia lignaria colonies across Eastern Seaboard. Results indicate a 11% decline in colony health metrics over the study period.,"Williams R, Anderson T, Martin F",10.18556/pollinator.2015.4850,Journal of Applied Ecology,2024,10
30000205,Sublethal Neonicotinoid Effects on Solitary Bees,Field trials in Great Plains show that integrated pest management reduces Bombus impatiens mortality by 53% compared to conventional organophosphate application schedules.,"Jackson B, Williams R, Brown M",10.17951/pollinator.2019.4452,Nature Ecology & Evolution,2022,5
30000206,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Central Valley CA. Results indicate a 30% decline in colony health metrics over the study period.,"Martinez C, Jones K",10.17836/pollinator.2012.2127,PNAS,2019,12
30000207,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Osmia lignaria populations in Pacific Northwest reveals significant population declines linked to neonicotinoid application rates. We recommend immediate policy intervention.,"Lee W, Thomas D, Johnson A, Smith J",10.11164/pollinator.2020.6552,Science of the Total Environment,2015,12
30000208,Long-Term Trends in Pollinator Abundance and Pesticide Use,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 166 sampling sites over 11 years.,"Jones K, Moore H, Martin F, Martinez C, Wilson P",10.16544/pollinator.2016.7304,"Agriculture, Ecosystems & Environment",2019,10
30000209,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Field trials in Pacific Northwest show that integrated pest management reduces Bombus impatiens mortality by 53% compared to conventional glyphosate application schedules.,"Jones K, Martin F, Brown M, Smith J, Jackson B",10.18842/pollinator.2011.3093,Nature Ecology & Evolution,2012,10
30000210,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of glyphosate exposure on Bombus impatiens colonies across Southern US. Results indicate a 45% decline in colony health metrics over the study period.,"Anderson T, Lee W, Thomas D, Martin F, Smith J",10.16621/pollinator.2019.4266,Environmental Science & Technology,2013,4
30000211,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 368 sampling sites over 13 years.,"Martinez C, Taylor S, Wilson P, Jones K",10.18071/pollinator.2022.8036,Science of the Total Environment,2023,11
30000212,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Megachile rotundata populations in Midwest US reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Martinez C, Taylor S",10.17558/pollinator.2018.1296,Environmental Science & Technology,2015,4
30000213,Genetic Diversity of Pollinators in Fragmented Habitats,A meta-analysis of 37 studies spanning 8 years demonstrates that clothianidin negatively affects Apis mellifera foraging behavior and navigation abilities.,"Jones K, Johnson A, Moore H, Taylor S, Jackson B",10.18641/pollinator.2022.3476,Science of the Total Environment,2011,8
30000214,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Long-term monitoring of Megachile rotundata populations in Eastern Seaboard reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Thomas D, Martin F",10.16473/pollinator.2024.4572,PNAS,2011,7
30000215,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,"Climate change shifts the phenology of flowering plants in Midwest US, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 11 days per decade.","Johnson A, Smith J, Lee W, Jones K",10.17816/pollinator.2018.4976,Science of the Total Environment,2021,1
30000216,Urban Pollinator Conservation: A Garden Ecology Study,This study evaluates the impact of clothianidin exposure on native bumblebee colonies across Great Plains. Results indicate a 19% decline in colony health metrics over the study period.,"Taylor S, Johnson A, Anderson T",10.12343/pollinator.2018.5302,Journal of Applied Ecology,2013,11
30000217,Long-Term Trends in Pollinator Abundance and Pesticide Use,"Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 9 days per decade.","Moore H, Johnson A, Taylor S, Garcia L",10.13650/pollinator.2010.9487,Environmental Science & Technology,2021,4
30000218,Long-Term Trends in Pollinator Abundance and Pesticide Use,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 4 days per decade.","Garcia L, Thomas D, Lee W, Wilson P",10.16574/pollinator.2019.3903,PNAS,2012,11
30000219,Genetic Diversity of Pollinators in Fragmented Habitats,Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 12% of tested fields.,"Thomas D, Johnson A, Taylor S",10.17946/pollinator.2016.9200,Ecology Letters,2010,10
30000220,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of imidacloprid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 40% of tested fields.,"Martin F, Martinez C, Johnson A, Lee W",10.15145/pollinator.2012.6573,PNAS,2014,7
30000221,Integrated Pest Management Benefits for Pollinator Health,Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 33% of tested fields.,"Martinez C, Jones K, Brown M, Smith J",10.12192/pollinator.2018.6525,PNAS,2022,7
30000222,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 4 days per decade.","Wilson P, Taylor S, Martinez C, Lee W",10.13670/pollinator.2015.5103,Journal of Applied Ecology,2010,11
30000223,Urban Pollinator Conservation: A Garden Ecology Study,Field trials in Great Plains show that integrated pest management reduces Megachile rotundata mortality by 11% compared to conventional organophosphate application schedules.,"Brown M, Smith J, Wilson P, Anderson T, Lee W",10.19308/pollinator.2010.2632,Science of the Total Environment,2018,3
30000224,Long-Term Trends in Pollinator Abundance and Pesticide Use,Urban gardens in Southern US provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 107x higher in garden plots.,"Moore H, Garcia L",10.15729/pollinator.2018.2246,Journal of Applied Ecology,2013,3
30000225,Integrated Pest Management Benefits for Pollinator Health,This study evaluates the impact of imidacloprid exposure on native bumblebee colonies across Great Plains. Results indicate a 36% decline in colony health metrics over the study period.,"Lee W, Garcia L, Johnson A",10.12617/pollinator.2019.5749,"Agriculture, Ecosystems & Environment",2021,3
30000226,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 6 days per decade.","Moore H, Jackson B, Garcia L",10.13440/pollinator.2014.7726,Journal of Applied Ecology,2015,10
30000227,Integrated Pest Management Benefits for Pollinator Health,Urban gardens in Southern US provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 299x higher in garden plots.,"Thomas D, Jones K, Johnson A, Martinez C, Jackson B",10.17322/pollinator.2023.8084,"Agriculture, Ecosystems & Environment",2021,9
30000228,Long-Term Trends in Pollinator Abundance and Pesticide Use,A meta-analysis of 475 studies spanning 10 years demonstrates that neonicotinoid negatively affects Apis mellifera foraging behavior and navigation abilities.,"Anderson T, Martin F, Johnson A",10.11948/pollinator.2011.3791,Ecology Letters,2017,2
30000229,Genetic Diversity of Pollinators in Fragmented Habitats,This study evaluates the impact of neonicotinoid exposure on Apis mellifera colonies across Pacific Northwest. Results indicate a 13% decline in colony health metrics over the study period.,"Jackson B, Anderson T, Thomas D, Williams R",10.17063/pollinator.2012.8165,Environmental Science & Technology,2020,9
30000230,Long-Term Trends in Pollinator Abundance and Pesticide Use,A meta-analysis of 396 studies spanning 9 years demonstrates that imidacloprid negatively affects Apis mellifera foraging behavior and navigation abilities.,"Garcia L, Jones K, Martin F",10.16048/pollinator.2019.5712,PNAS,2018,9
30000231,Long-Term Trends in Pollinator Abundance and Pesticide Use,Field trials in Pacific Northwest show that integrated pest management reduces Apis mellifera mortality by 52% compared to conventional imidacloprid application schedules.,"Martin F, Thomas D, Anderson T, Wilson P",10.11305/pollinator.2011.8493,Journal of Applied Ecology,2010,9
30000232,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of glyphosate found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 8% of tested fields.,"Garcia L, Smith J, Jackson B, Wilson P, Brown M",10.12744/pollinator.2022.4660,Environmental Science & Technology,2012,7
30000233,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 184 studies spanning 7 years demonstrates that organophosphate negatively affects Osmia lignaria foraging behavior and navigation abilities.,"Johnson A, Taylor S, Jones K, Williams R",10.15858/pollinator.2022.4685,Environmental Science & Technology,2010,1
30000234,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 57% of tested fields.,"Thomas D, Smith J",10.14957/pollinator.2015.8921,"Agriculture, Ecosystems & Environment",2023,11
30000235,Genetic Diversity of Pollinators in Fragmented Habitats,Field trials in Eastern Seaboard show that integrated pest management reduces Osmia lignaria mortality by 5% compared to conventional organophosphate application schedules.,"Smith J, Thomas D, Wilson P, Johnson A, Lee W",10.18290/pollinator.2010.9981,Ecology Letters,2013,4
30000236,Urban Pollinator Conservation: A Garden Ecology Study,"Climate change shifts the phenology of flowering plants in Midwest US, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 11 days per decade.","Taylor S, Martin F, Wilson P",10.16182/pollinator.2013.2929,Nature Ecology & Evolution,2021,7
30000237,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Southern US. Results indicate a 57% decline in colony health metrics over the study period.,"Brown M, Jones K, Martinez C, Smith J",10.18709/pollinator.2013.8326,Ecology Letters,2016,9
30000238,Urban Pollinator Conservation: A Garden Ecology Study,Long-term monitoring of Megachile rotundata populations in Eastern Seaboard reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Johnson A, Jones K, Anderson T, Smith J",10.12610/pollinator.2022.7966,Environmental Science & Technology,2015,11
30000239,Integrated Pest Management Benefits for Pollinator Health,A meta-analysis of 282 studies spanning 14 years demonstrates that thiamethoxam negatively affects Apis mellifera foraging behavior and navigation abilities.,"Taylor S, Lee W, Jackson B",10.18829/pollinator.2017.7472,Science of the Total Environment,2013,6
30000240,Long-Term Trends in Pollinator Abundance and Pesticide Use,"Climate change shifts the phenology of flowering plants in Great Plains, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 7 days per decade.","Williams R, Smith J, Taylor S, Thomas D",10.17062/pollinator.2012.2757,Science of the Total Environment,2013,8
30000241,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 43% of tested fields.,"Jones K, Martinez C",10.14413/pollinator.2012.3802,Ecology Letters,2023,7
30000242,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 94 studies spanning 19 years demonstrates that thiamethoxam negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Brown M, Taylor S",10.11955/pollinator.2018.5882,Journal of Applied Ecology,2016,3
30000243,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of organophosphate found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 41% of tested fields.,"Jackson B, Lee W, Smith J, Garcia L, Williams R",10.12122/pollinator.2011.3066,Science of the Total Environment,2021,1
30000244,Urban Pollinator Conservation: A Garden Ecology Study,Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 17% of tested fields.,"Smith J, Taylor S, Martin F, Johnson A, Anderson T",10.13981/pollinator.2012.4714,"Agriculture, Ecosystems & Environment",2019,12
30000245,Urban Pollinator Conservation: A Garden Ecology Study,Urban gardens in Central Valley CA provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 305x higher in garden plots.,"Martinez C, Thomas D, Smith J",10.16250/pollinator.2022.5869,Journal of Applied Ecology,2021,8
30000246,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 391 sampling sites over 4 years.,"Garcia L, Wilson P, Thomas D",10.13473/pollinator.2013.1650,Ecology Letters,2024,7
30000247,Pesticide Impact on Honeybee Colony Health,Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 5% of tested fields.,"Lee W, Moore H, Brown M",10.14009/pollinator.2023.7452,Environmental Science & Technology,2017,3
30000248,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of imidacloprid exposure on Osmia lignaria colonies across Great Plains. Results indicate a 9% decline in colony health metrics over the study period.,"Jones K, Martin F, Taylor S, Williams R, Moore H",10.11365/pollinator.2021.7256,Journal of Applied Ecology,2011,4
30000249,Sublethal Neonicotinoid Effects on Solitary Bees,Urban gardens in Great Plains provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 170x higher in garden plots.,"Wilson P, Moore H, Martin F, Thomas D, Anderson T",10.11219/pollinator.2010.4406,PNAS,2023,1
30000250,Integrated Pest Management Benefits for Pollinator Health,Residues of clothianidin found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 7% of tested fields.,"Smith J, Lee W, Williams R, Johnson A, Moore H",10.11997/pollinator.2013.1251,PNAS,2020,8
30000251,Sublethal Neonicotinoid Effects on Solitary Bees,Habitat fragmentation in Southern US leads to reduced genetic diversity in native native bumblebee populations. We analyzed 421 sampling sites over 9 years.,"Jones K, Smith J, Johnson A",10.16323/pollinator.2019.1798,Ecology Letters,2012,6
30000252,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 390 studies spanning 4 years demonstrates that neonicotinoid negatively affects native bumblebee foraging behavior and navigation abilities.,"Taylor S, Johnson A, Martinez C, Smith J, Moore H",10.16723/pollinator.2014.5559,Journal of Applied Ecology,2019,12
30000253,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of clothianidin found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 50% of tested fields.,"Taylor S, Johnson A",10.15610/pollinator.2013.9151,"Agriculture, Ecosystems & Environment",2015,5
30000254,Sublethal Neonicotinoid Effects on Solitary Bees,Long-term monitoring of Bombus impatiens populations in Midwest US reveals significant population declines linked to thiamethoxam application rates. We recommend immediate policy intervention.,"Taylor S, Thomas D, Williams R",10.13122/pollinator.2022.7348,Science of the Total Environment,2010,6
30000255,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of neonicotinoid exposure on Bombus terrestris colonies across Eastern Seaboard. Results indicate a 20% decline in colony health metrics over the study period.,"Brown M, Thomas D, Martinez C",10.15856/pollinator.2018.6089,Environmental Science & Technology,2021,1
30000256,Genetic Diversity of Pollinators in Fragmented Habitats,A meta-analysis of 384 studies spanning 12 years demonstrates that organophosphate negatively affects native bumblebee foraging behavior and navigation abilities.,"Jones K, Taylor S, Smith J",10.15870/pollinator.2020.1474,Environmental Science & Technology,2022,3
30000257,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Bombus impatiens populations in Midwest US reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention.,"Anderson T, Brown M",10.11160/pollinator.2015.8970,Environmental Science & Technology,2015,1
30000258,Urban Pollinator Conservation: A Garden Ecology Study,Urban gardens in Central Valley CA provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 398x higher in garden plots.,"Brown M, Moore H, Garcia L, Smith J",10.16074/pollinator.2016.8802,Journal of Applied Ecology,2010,5
30000259,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 20 studies spanning 3 years demonstrates that clothianidin negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Martinez C, Thomas D, Moore H",10.16580/pollinator.2010.3509,PNAS,2018,7
30000260,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,A meta-analysis of 316 studies spanning 14 years demonstrates that clothianidin negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Anderson T, Moore H, Taylor S, Johnson A, Garcia L",10.13619/pollinator.2023.9879,Nature Ecology & Evolution,2022,10
30000261,Long-Term Trends in Pollinator Abundance and Pesticide Use,Long-term monitoring of native bumblebee populations in Pacific Northwest reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Smith J, Brown M, Taylor S",10.13814/pollinator.2016.9411,Environmental Science & Technology,2022,10
30000262,Genetic Diversity of Pollinators in Fragmented Habitats,Long-term monitoring of Bombus impatiens populations in Midwest US reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention.,"Thomas D, Taylor S, Smith J",10.16426/pollinator.2012.8342,PNAS,2013,1
30000263,Urban Pollinator Conservation: A Garden Ecology Study,This study evaluates the impact of imidacloprid exposure on Megachile rotundata colonies across Midwest US. Results indicate a 40% decline in colony health metrics over the study period.,"Jones K, Thomas D, Martin F",10.13781/pollinator.2022.1426,"Agriculture, Ecosystems & Environment",2023,8
30000264,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of thiamethoxam exposure on Megachile rotundata colonies across Southern US. Results indicate a 30% decline in colony health metrics over the study period.,"Wilson P, Williams R, Brown M, Taylor S",10.14362/pollinator.2024.9226,Environmental Science & Technology,2017,8
30000265,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 4 days per decade.","Brown M, Lee W, Martinez C, Garcia L",10.18554/pollinator.2024.9122,"Agriculture, Ecosystems & Environment",2011,11
30000266,Pesticide Impact on Honeybee Colony Health,Long-term monitoring of Megachile rotundata populations in Midwest US reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Williams R, Brown M",10.14798/pollinator.2012.4109,Nature Ecology & Evolution,2015,6
30000267,Sublethal Neonicotinoid Effects on Solitary Bees,Field trials in Great Plains show that integrated pest management reduces Bombus impatiens mortality by 60% compared to conventional thiamethoxam application schedules.,"Moore H, Martinez C",10.11237/pollinator.2011.5761,Ecology Letters,2016,2
30000268,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of neonicotinoid exposure on Megachile rotundata colonies across Great Plains. Results indicate a 37% decline in colony health metrics over the study period.,"Garcia L, Anderson T, Wilson P, Jackson B, Martin F",10.11088/pollinator.2017.2222,Ecology Letters,2013,5
30000269,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,A meta-analysis of 178 studies spanning 16 years demonstrates that neonicotinoid negatively affects native bumblebee foraging behavior and navigation abilities.,"Brown M, Moore H, Garcia L, Taylor S",10.15946/pollinator.2020.9500,Ecology Letters,2021,11
30000270,Genetic Diversity of Pollinators in Fragmented Habitats,Long-term monitoring of Bombus terrestris populations in Pacific Northwest reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Taylor S, Smith J, Williams R",10.14142/pollinator.2010.3401,Journal of Applied Ecology,2024,8
30000271,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 284 studies spanning 9 years demonstrates that thiamethoxam negatively affects Apis mellifera foraging behavior and navigation abilities.,"Moore H, Brown M, Wilson P, Lee W, Anderson T",10.19069/pollinator.2016.7951,Ecology Letters,2013,11
30000272,Sublethal Neonicotinoid Effects on Solitary Bees,Field trials in Eastern Seaboard show that integrated pest management reduces Apis mellifera mortality by 43% compared to conventional glyphosate application schedules.,"Jackson B, Martinez C, Martin F, Lee W",10.18947/pollinator.2023.3446,Environmental Science & Technology,2015,5
30000273,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of imidacloprid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 26% of tested fields.,"Moore H, Lee W, Smith J, Brown M",10.15292/pollinator.2010.2152,Science of the Total Environment,2013,12
30000274,Sublethal Neonicotinoid Effects on Solitary Bees,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 99 sampling sites over 9 years.,"Williams R, Garcia L, Wilson P",10.15532/pollinator.2019.9758,Nature Ecology & Evolution,2018,6
30000275,Sublethal Neonicotinoid Effects on Solitary Bees,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Apis mellifera pollination networks. Mean bloom date advanced by 7 days per decade.","Wilson P, Anderson T, Taylor S, Johnson A, Jackson B",10.11626/pollinator.2021.6743,Nature Ecology & Evolution,2018,11
30000276,Pesticide Impact on Honeybee Colony Health,Long-term monitoring of native bumblebee populations in Eastern Seaboard reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention.,"Garcia L, Thomas D, Wilson P",10.15952/pollinator.2014.8085,Science of the Total Environment,2019,2
30000277,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of neonicotinoid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 62% of tested fields.,"Smith J, Thomas D, Martinez C, Brown M, Garcia L",10.19239/pollinator.2021.7467,Journal of Applied Ecology,2014,3
30000278,Long-Term Trends in Pollinator Abundance and Pesticide Use,Field trials in Pacific Northwest show that integrated pest management reduces Apis mellifera mortality by 42% compared to conventional glyphosate application schedules.,"Jackson B, Johnson A, Williams R, Lee W",10.18680/pollinator.2018.4239,Science of the Total Environment,2012,9
30000279,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 94 studies spanning 8 years demonstrates that imidacloprid negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Taylor S, Brown M, Martinez C, Thomas D",10.17164/pollinator.2017.4615,Science of the Total Environment,2011,11
30000280,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of imidacloprid exposure on Apis mellifera colonies across Eastern Seaboard. Results indicate a 10% decline in colony health metrics over the study period.,"Thomas D, Taylor S",10.18936/pollinator.2019.1769,Nature Ecology & Evolution,2015,2
30000281,Integrated Pest Management Benefits for Pollinator Health,Urban gardens in Southern US provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 109x higher in garden plots.,"Martin F, Taylor S, Wilson P, Anderson T, Brown M",10.11919/pollinator.2022.3223,Science of the Total Environment,2023,7
30000282,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 465 sampling sites over 17 years.,"Jones K, Moore H",10.17756/pollinator.2013.4194,"Agriculture, Ecosystems & Environment",2013,5
30000283,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 31% of tested fields.,"Wilson P, Thomas D, Lee W",10.17245/pollinator.2011.2020,Ecology Letters,2013,5
30000284,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of imidacloprid exposure on Apis mellifera colonies across Great Plains. Results indicate a 39% decline in colony health metrics over the study period.,"Thomas D, Martinez C, Wilson P, Brown M",10.15273/pollinator.2014.7088,Journal of Applied Ecology,2018,12
30000285,Pesticide Impact on Honeybee Colony Health,Long-term monitoring of native bumblebee populations in Midwest US reveals significant population declines linked to organophosphate application rates. We recommend immediate policy intervention.,"Anderson T, Johnson A, Thomas D, Taylor S",10.15035/pollinator.2017.3925,Ecology Letters,2019,11
30000286,Integrated Pest Management Benefits for Pollinator Health,Urban gardens in Great Plains provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 100x higher in garden plots.,"Moore H, Jones K",10.15994/pollinator.2023.6947,Journal of Applied Ecology,2014,2
30000287,Pesticide Impact on Honeybee Colony Health,Habitat fragmentation in Midwest US leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 142 sampling sites over 12 years.,"Johnson A, Wilson P",10.11066/pollinator.2017.2835,Science of the Total Environment,2023,2
30000288,Genetic Diversity of Pollinators in Fragmented Habitats,Field trials in Great Plains show that integrated pest management reduces Bombus impatiens mortality by 8% compared to conventional thiamethoxam application schedules.,"Taylor S, Williams R, Brown M, Martin F, Thomas D",10.19341/pollinator.2019.9956,Ecology Letters,2012,4
30000289,Sublethal Neonicotinoid Effects on Solitary Bees,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 3 days per decade.","Brown M, Anderson T, Taylor S, Wilson P",10.19461/pollinator.2022.9814,Environmental Science & Technology,2019,6
30000290,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of thiamethoxam found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 13% of tested fields.,"Williams R, Anderson T, Johnson A",10.14754/pollinator.2016.1836,Science of the Total Environment,2022,11
30000291,Urban Pollinator Conservation: A Garden Ecology Study,Long-term monitoring of Osmia lignaria populations in Eastern Seaboard reveals significant population declines linked to neonicotinoid application rates. We recommend immediate policy intervention.,"Taylor S, Brown M, Martin F",10.18789/pollinator.2012.8967,"Agriculture, Ecosystems & Environment",2013,3
30000292,Integrated Pest Management Benefits for Pollinator Health,This study evaluates the impact of organophosphate exposure on Megachile rotundata colonies across Southern US. Results indicate a 30% decline in colony health metrics over the study period.,"Wilson P, Jackson B, Johnson A",10.16023/pollinator.2010.8670,"Agriculture, Ecosystems & Environment",2015,12
30000293,Long-Term Trends in Pollinator Abundance and Pesticide Use,Urban gardens in Eastern Seaboard provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 248x higher in garden plots.,"Smith J, Wilson P",10.15682/pollinator.2021.9492,Ecology Letters,2020,9
