ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
USW0059662,20230520,PRCP,7,,,K,1800
USW0059662,20230520,SNWD,18,,,K,0800
USW0059662,20230521,SNOW,4,,,7,0800
USW0059662,20230521,PRCP,12,,,X,0800
USW0059662,20230521,TMAX,275,,,N,1800
USW0059662,20230521,SNWD,0,,,W,
USW0059662,20230527,SNWD,2,,,W,1800
USW0059662,20230527,PRCP,99,,,W,0700
USW0059662,20230529,TMIN,107,,,X,
USW0059662,20230529,TMAX,216,,,X,1800
USW0059662,20230529,SNWD,10,,,N,1800
USW0059662,20230529,PRCP,18,,,X,1800
USW0059662,20230531,TMIN,-21,,,7,0800
USW0059662,20230531,PRCP,18,,,N,0800
USW0059662,20230601,PRCP,25,,,N,
USW0059662,20230601,TMAX,165,,,N,0700
USW0059662,20230601,SNWD,68,,,7,0700
USW0059662,20230607,PRCP,76,,,N,
USW0059662,20230607,SNWD,18,,,N,0800
USW0059662,20230616,SNWD,39,,,K,0800
USW0059662,20230616,PRCP,11,,,N,0800
USW0059662,20230616,SNOW,45,,,K,0700
USW0059662,20230617,TMIN,-5,,,W,0800
USW0059662,20230617,TMAX,132,,,K,1700
USW0059662,20230617,SNOW,18,,,X,0700
USW0059662,20230619,SNWD,30,,,W,0800
USW0059662,20230619,TMIN,46,,,X,0800
USW0059662,20230622,SNWD,15,,,K,1800
USW0059662,20230622,TMAX,134,,,W,
USW0059662,20230624,SNOW,14,,,K,
USW0059662,20230624,SNWD,0,,,X,1700
USW0059662,20230624,TMAX,428,,,N,0800
USW0059662,20230624,TMIN,89,,,K,0800
USW0059662,20230626,TMIN,21,,,K,0700
USW0059662,20230626,TMAX,-26,,,N,1800
USW0059662,20230626,PRCP,20,,,X,0800
USW0059662,20230628,PRCP,20,,,K,0700
USW0059662,20230628,SNWD,9,,,X,0700
USW0059662,20230628,TMIN,134,,,W,1700
USW0059662,20230628,SNOW,4,,,7,1700
USW0059662,20230702,TMAX,90,,,7,0800
USW0059662,20230702,PRCP,21,,,N,0800
USW0059662,20230703,TMAX,211,,,W,0800
USW0059662,20230703,SNWD,15,,,N,
USW0059662,20230710,SNOW,6,,,W,0800
USW0059662,20230710,PRCP,41,,,X,
USW0059662,20230715,PRCP,37,,,7,
USW0059662,20230715,SNWD,6,,,N,0800
USW0059662,20230716,SNWD,11,,,N,0800
USW0059662,20230716,TMIN,66,,,K,1800
USW0059662,20230716,TMAX,184,,,7,
USW0059662,20230716,PRCP,129,,,N,1700
USW0059662,20230718,SNWD,5,,,W,
USW0059662,20230718,SNOW,11,,,7,0700
USW0059662,20230718,TMIN,60,,,K,0800
USW0059662,20230718,PRCP,10,,,W,1800
USW0059662,20230719,TMAX,164,,,N,
USW0059662,20230719,PRCP,2,,,N,1700
USW0059662,20230722,SNOW,52,,,W,0800
USW0059662,20230722,TMIN,14,,,W,1800
USW0059662,20230805,TMIN,93,,,7,1800
USW0059662,20230805,SNOW,5,,,N,1700
USW0059662,20230805,PRCP,5,,,7,0800
USW0059662,20230805,TMAX,152,,,X,
USW0059662,20230806,TMAX,319,,,X,0700
USW0059662,20230806,PRCP,26,,,7,0800
USW0059662,20230806,TMIN,29,,,7,1800
USW0059662,20230812,TMAX,197,,,W,
USW0059662,20230812,SNOW,7,,,W,0800
USW0059662,20230812,SNWD,12,,,7,1700
USW0059662,20230812,PRCP,5,,,N,1800
USW0059662,20230814,TMAX,197,,,7,0700
USW0059662,20230814,SNOW,1,,,K,1800
USW0059662,20230814,TMIN,97,,,W,1700
USW0059662,20230817,SNWD,23,,,W,1700
USW0059662,20230817,TMAX,164,,,N,0800
USW0059662,20230817,PRCP,10,,,N,0700
USW0059662,20230818,TMAX,239,,,N,
USW0059662,20230818,SNWD,5,,,W,0700
USW0059662,20230818,TMIN,89,,,W,0800
USW0059662,20230819,SNWD,6,,,N,0700
USW0059662,20230819,TMIN,59,,,W,0700
USW0059662,20230820,SNWD,8,,,X,0800
USW0059662,20230820,TMIN,60,,,N,1800
USW0059662,20230821,SNWD,58,,,N,1800
USW0059662,20230821,PRCP,20,,,W,0800
USW0059662,20230821,TMIN,-15,,,W,0800
USW0059662,20230821,SNOW,1,,,W,
USW0059662,20230822,TMIN,-6,,,W,
USW0059662,20230822,SNWD,1,,,7,1800
USW0059662,20230826,TMIN,145,,,X,0800
USW0059662,20230826,SNWD,29,,,N,
USW0059662,20230826,PRCP,18,,,W,1800
USW0059662,20230827,SNWD,6,,,7,
USW0059662,20230827,TMIN,94,,,K,1700
USW0059662,20230828,PRCP,8,,,W,1800
USW0059662,20230828,SNWD,8,,,W,0700
USW0059662,20230828,TMAX,309,,,K,
USW0059662,20230828,SNOW,2,,,K,0700
USW0059662,20230902,SNWD,29,,,K,1700
USW0059662,20230902,TMAX,277,,,K,0800
USW0059662,20230903,TMAX,225,,,W,1800
USW0059662,20230903,SNOW,0,,,N,0700
USW0059662,20230903,SNWD,35,,,W,0800
USW0059662,20230910,PRCP,7,,,X,0700
USW0059662,20230910,TMAX,90,,,X,0700
USW0059662,20230911,SNOW,6,,,K,1800
USW0059662,20230911,PRCP,7,,,K,0700
USW0059662,20230913,TMIN,78,,,W,0700
USW0059662,20230913,PRCP,24,,,X,1800
USW0059662,20230913,SNWD,1,,,N,0700
USW0059662,20230913,SNOW,8,,,K,1700
USW0059662,20230915,TMAX,172,,,X,1700
USW0059662,20230915,PRCP,26,,,K,0800
USW0059662,20230915,SNOW,9,,,N,0800
USW0059662,20230915,TMIN,60,,,7,1700
USW0059662,20230917,TMIN,237,,,7,
USW0059662,20230917,SNWD,5,,,X,0800
USW0059662,20230919,SNWD,0,,,W,1700
USW0059662,20230919,TMIN,55,,,N,0700
USW0059662,20230925,SNOW,7,,,N,1800
USW0059662,20230925,SNWD,1,,,W,
USW0059662,20230927,TMIN,138,,,7,0700
USW0059662,20230927,SNOW,6,,,W,0800
USW0059662,20230927,PRCP,23,,,7,0800
USW0059662,20230929,SNWD,39,,,X,0700
USW0059662,20230929,PRCP,50,,,W,0700
USW0059662,20230929,TMIN,68,,,X,
USW0059662,20230929,TMAX,33,,,W,1800
USW0059662,20231009,PRCP,1,,,7,
USW0059662,20231009,TMIN,-10,,,X,1700
USW0059662,20231010,TMIN,49,,,N,1700
USW0059662,20231010,SNOW,29,,,N,1700
USW0059662,20231010,TMAX,173,,,7,0700
USW0059662,20231010,PRCP,23,,,N,1700
USW0059662,20231014,SNOW,8,,,K,1800
USW0059662,20231014,TMIN,-51,,,N,0700
USW0059662,20231014,TMAX,182,,,W,1800
USW0059662,20231015,SNWD,9,,,X,1800
USW0059662,20231015,SNOW,11,,,7,1700
USW0059662,20231020,SNWD,6,,,7,1800
USW0059662,20231020,SNOW,7,,,K,1700
USW0059662,20231028,SNWD,13,,,N,1800
USW0059662,20231028,TMIN,-11,,,W,1800
USW0059662,20231028,TMAX,173,,,K,0700
USW0059662,20231031,SNWD,10,,,K,1700
USW0059662,20231031,SNOW,1,,,W,1700
USW0059662,20231031,PRCP,11,,,7,1800
USW0059662,20231104,SNOW,9,,,7,0700
USW0059662,20231104,TMIN,-4,,,7,1700
USW0059662,20231108,SNWD,7,,,X,
USW0059662,20231108,TMIN,19,,,W,0700
USW0059662,20231108,SNOW,6,,,7,1700
USW0059662,20231116,TMAX,297,,,7,0700
USW0059662,20231116,SNWD,5,,,7,1700
USW0059662,20231116,TMIN,81,,,W,0800
USW0059662,20231116,SNOW,5,,,K,0700
USW0059662,20231118,TMAX,249,,,K,
USW0059662,20231118,SNOW,12,,,N,1800
USW0059662,20231118,PRCP,27,,,X,0800
USW0059662,20231126,PRCP,86,,,K,0700
USW0059662,20231126,SNWD,88,,,X,0800
USW0059662,20231126,TMIN,-23,,,W,0700
USW0059662,20231126,SNOW,9,,,7,0800
USW0059662,20231206,TMAX,203,,,N,1800
USW0059662,20231206,SNWD,11,,,K,0800
USW0059662,20231206,SNOW,24,,,N,0700
USW0059662,20231206,PRCP,7,,,W,
USW0059662,20231213,SNOW,2,,,7,
USW0059662,20231213,TMAX,280,,,N,1800
USW0059662,20231213,TMIN,-13,,,7,1800
USW0059662,20231213,SNWD,17,,,K,0800
USW0059662,20231214,TMIN,81,,,X,0700
USW0059662,20231214,SNOW,9,,,K,0800
USW0059662,20231214,PRCP,118,,,W,0800
USW0059662,20231214,SNWD,4,,,K,1700
USW0059662,20231220,SNOW,5,,,X,1700
USW0059662,20231220,PRCP,14,,,N,0800
USW0059662,20231220,TMIN,-62,,,7,0800
USW0059662,20231228,SNOW,7,,,X,0700
USW0059662,20231228,PRCP,12,,,X,1800
USW0059662,20231228,SNWD,80,,,N,0800
USW0059662,20231228,TMIN,45,,,N,0800
USW0059662,20231229,SNOW,32,,,7,0700
USW0059662,20231229,TMAX,155,,,N,0800
USW0059662,20231229,SNWD,22,,,K,0700
USW0059662,20231229,PRCP,14,,,K,1700
USW0071311,20200101,SNOW,2,,,K,0800
USW0071311,20200101,SNWD,34,,,7,
USW0071311,20200101,TMAX,231,,,7,
USW0071311,20200105,TMAX,202,,,W,0700
USW0071311,20200105,SNWD,22,,,W,1800
USW0071311,20200107,SNOW,2,,,X,0800
USW0071311,20200107,TMAX,215,,,X,0700
USW0071311,20200107,SNWD,5,,,W,1700
USW0071311,20200107,TMIN,118,,,N,1800
USW0071311,20200113,SNOW,14,,,K,
USW0071311,20200113,TMIN,213,,,7,
USW0071311,20200113,TMAX,334,,,K,1700
USW0071311,20200113,PRCP,77,,,X,0800
USW0071311,20200116,PRCP,8,,,7,0700
USW0071311,20200116,TMAX,234,,,7,1800
USW0071311,20200116,TMIN,68,,,7,0800
USW0071311,20200118,PRCP,39,,,W,0700
USW0071311,20200118,SNOW,19,,,K,
USW0071311,20200119,SNWD,6,,,X,1700
USW0071311,20200119,PRCP,20,,,X,0800
USW0071311,20200119,SNOW,12,,,X,0800
USW0071311,20200122,SNOW,15,,,7,0800
USW0071311,20200122,TMIN,4,,,W,0800
USW0071311,20200122,TMAX,289,,,N,1700
USW0071311,20200122,SNWD,16,,,7,1800
USW0071311,20200124,TMAX,95,,,W,1700
USW0071311,20200124,TMIN,-94,,,N,
USW0071311,20200124,SNOW,24,,,X,1700
USW0071311,20200126,SNOW,9,,,7,0800
USW0071311,20200126,TMAX,215,,,W,0700
USW0071311,20200203,PRCP,34,,,X,
USW0071311,20200203,SNWD,16,,,7,
USW0071311,20200203,SNOW,34,,,7,1800
USW0071311,20200206,SNWD,172,,,7,0800
USW0071311,20200206,PRCP,68,,,N,1700
USW0071311,20200207,TMAX,83,,,X,1800
USW0071311,20200207,PRCP,12,,,N,1800
USW0071311,20200207,SNOW,10,,,W,1800
USW0071311,20200207,TMIN,-41,,,X,
USW0071311,20200211,TMAX,195,,,K,0800
USW0071311,20200211,PRCP,2,,,K,1800
USW0071311,20200212,PRCP,9,,,7,1800
USW0071311,20200212,SNOW,72,,,W,0800
USW0071311,20200212,SNWD,12,,,N,0800
USW0071311,20200215,SNWD,16,,,7,1700
USW0071311,20200215,PRCP,25,,,N,1800
USW0071311,20200215,SNOW,43,,,X,
USW0071311,20200215,TMAX,46,,,N,0800
USW0071311,20200217,TMIN,20,,,K,
USW0071311,20200217,SNOW,19,,,W,0700
USW0071311,20200217,SNWD,29,,,N,
USW0071311,20200217,TMAX,227,,,K,0700
USW0071311,20200219,TMIN,111,,,K,0800
USW0071311,20200219,TMAX,275,,,7,
USW0071311,20200226,TMIN,124,,,X,
USW0071311,20200226,SNWD,0,,,7,1700
USW0071311,20200226,PRCP,28,,,N,1800
USW0071311,20200226,TMAX,245,,,X,
USW0071311,20200228,SNOW,4,,,K,0800
USW0071311,20200228,TMIN,68,,,W,0700
USW0071311,20200228,PRCP,21,,,X,0700
USW0071311,20200304,TMAX,41,,,7,
USW0071311,20200304,SNWD,7,,,W,1800
USW0071311,20200304,TMIN,109,,,N,0800
USW0071311,20200304,PRCP,25,,,W,
USW0071311,20200307,SNWD,27,,,N,1700
USW0071311,20200307,SNOW,4,,,X,0800
USW0071311,20200308,TMAX,138,,,N,1800
USW0071311,20200308,PRCP,3,,,K,1800
USW0071311,20200311,SNOW,0,,,K,0800
USW0071311,20200311,PRCP,20,,,K,1700
USW0071311,20200311,SNWD,9,,,X,0800
USW0071311,20200315,TMAX,425,,,7,1700
USW0071311,20200315,TMIN,-12,,,K,1700
USW0071311,20200315,PRCP,8,,,X,0800
USW0071311,20200315,SNOW,6,,,N,1700
USW0071311,20200316,PRCP,20,,,W,0700
USW0071311,20200316,SNWD,68,,,W,1700
USW0071311,20200323,SNOW,5,,,W,
USW0071311,20200323,SNWD,41,,,X,0700
USW0071311,20200323,PRCP,1,,,W,1700
USW0071311,20200323,TMIN,88,,,K,0800
USW0071311,20200327,SNOW,9,,,W,1800
USW0071311,20200327,PRCP,33,,,X,0800
USW0071311,20200331,SNOW,8,,,W,0800
USW0071311,20200331,PRCP,143,,,N,0700
USW0071311,20200331,TMIN,-66,,,W,
USW0071311,20200331,TMAX,209,,,W,1700
USW0071311,20200408,SNWD,6,,,X,0800
USW0071311,20200408,SNOW,0,,,W,1700
USW0071311,20200408,PRCP,14,,,X,1800
USW0071311,20200408,TMIN,35,,,W,0700
USW0071311,20200425,TMAX,310,,,K,0800
USW0071311,20200425,SNOW,9,,,W,1800
USW0071311,20200505,SNOW,10,,,7,0800
USW0071311,20200505,SNWD,33,,,W,1800
USW0071311,20200505,TMIN,100,,,K,1800
USW0071311,20200507,TMAX,284,,,N,1800
USW0071311,20200507,PRCP,12,,,7,1800
USW0071311,20200507,SNOW,3,,,7,
USW0071311,20200507,TMIN,100,,,W,1700
USW0071311,20200512,TMAX,373,,,W,0700
USW0071311,20200512,SNOW,3,,,N,1800
USW0071311,20200512,TMIN,12,,,X,0800
USW0071311,20200513,PRCP,53,,,N,1800
USW0071311,20200513,SNOW,18,,,N,1800
USW0071311,20200517,TMIN,184,,,7,
USW0071311,20200517,PRCP,1,,,7,
USW0071311,20200517,SNWD,17,,,N,
USW0071311,20200519,PRCP,0,,,X,
USW0071311,20200519,TMIN,48,,,K,1800
USW0071311,20200519,SNOW,1,,,N,0800
USW0071311,20200519,TMAX,224,,,W,0700
USW0071311,20200526,SNOW,15,,,X,0800
USW0071311,20200526,PRCP,4,,,W,1700
USW0071311,20200602,SNOW,11,,,N,
USW0071311,20200602,PRCP,41,,,X,
USW0071311,20200613,TMIN,35,,,7,1800
USW0071311,20200613,TMAX,7,,,N,1800
USW0071311,20200616,TMAX,109,,,X,
USW0071311,20200616,SNOW,14,,,W,0700
USW0071311,20200616,PRCP,12,,,X,1700
USW0071311,20200616,TMIN,-14,,,X,1700
USW0071311,20200630,TMAX,178,,,7,1800
USW0071311,20200630,SNOW,2,,,K,1700
USW0071311,20200630,TMIN,-36,,,K,1700
USW0071311,20200704,TMIN,125,,,W,
USW0071311,20200704,TMAX,316,,,N,1800
USW0071311,20200704,SNWD,1,,,7,0700
USW0071311,20200706,SNWD,12,,,7,
USW0071311,20200706,PRCP,4,,,7,0800
USW0071311,20200709,SNOW,2,,,N,0700
USW0071311,20200709,PRCP,62,,,K,0700
USW0071311,20200709,TMIN,-47,,,7,0700
USW0071311,20200709,TMAX,83,,,W,1700
USW0071311,20200715,SNOW,10,,,7,0700
USW0071311,20200715,SNWD,16,,,7,0700
USW0071311,20200715,PRCP,5,,,7,0800
USW0071311,20200716,TMIN,77,,,K,0700
USW0071311,20200716,PRCP,66,,,X,0700
USW0071311,20200722,PRCP,8,,,N,
USW0071311,20200722,SNOW,3,,,N,1700
USW0071311,20200725,SNOW,10,,,7,0700
USW0071311,20200725,TMAX,145,,,7,1700
USW0071311,20200725,SNWD,35,,,7,0800
USW0071311,20200725,TMIN,108,,,X,0700
USW0071311,20200727,TMAX,317,,,N,
USW0071311,20200727,TMIN,-71,,,K,0700
USW0071311,20200727,SNOW,14,,,N,1800
USW0071311,20200727,PRCP,11,,,7,1700
USW0071311,20200806,SNWD,15,,,7,1800
USW0071311,20200806,PRCP,148,,,K,1700
USW0071311,20200807,TMIN,46,,,N,
USW0071311,20200807,SNOW,12,,,K,0700
USW0071311,20200812,SNWD,17,,,K,1700
USW0071311,20200812,TMAX,299,,,7,
USW0071311,20200813,TMAX,112,,,7,0800
USW0071311,20200813,PRCP,32,,,W,1700
USW0071311,20200813,SNWD,11,,,K,1700
USW0071311,20200813,SNOW,8,,,K,0700
USW0071311,20200818,PRCP,87,,,X,0800
USW0071311,20200818,SNOW,5,,,7,0800
USW0071311,20200818,SNWD,0,,,X,
USW0071311,20200821,TMAX,233,,,N,0800
USW0071311,20200821,SNOW,9,,,N,1800
USW0071311,20200821,PRCP,18,,,X,0800
USW0071311,20200823,SNOW,5,,,W,1800
USW0071311,20200823,TMAX,183,,,N,0700
USW0071311,20200823,SNWD,0,,,N,0700
USW0071311,20200826,TMIN,9,,,K,1800
USW0071311,20200826,TMAX,143,,,7,0800
USW0071311,20200826,SNWD,32,,,7,0700
USW0071311,20200826,SNOW,10,,,X,1800
USW0071311,20200830,SNWD,3,,,X,0700
USW0071311,20200830,TMIN,62,,,7,
USW0071311,20200830,TMAX,228,,,N,1700
USW0071311,20200830,SNOW,6,,,W,0700
USW0071311,20200905,SNWD,27,,,W,1800
USW0071311,20200905,TMIN,86,,,W,
USW0071311,20200905,SNOW,17,,,N,1800
USW0071311,20200905,PRCP,29,,,K,0700
USW0071311,20200908,TMAX,146,,,X,0700
USW0071311,20200908,TMIN,9,,,K,1800
USW0071311,20200909,TMIN,77,,,X,
USW0071311,20200909,PRCP,35,,,K,0800
USW0071311,20200909,SNOW,7,,,K,0800
USW0071311,20200909,TMAX,92,,,7,
USW0071311,20200911,TMIN,-102,,,7,1700
USW0071311,20200911,PRCP,25,,,W,0700
USW0071311,20200911,TMAX,228,,,7,1700
USW0071311,20200914,SNOW,2,,,X,1700
USW0071311,20200914,TMIN,70,,,W,0700
USW0071311,20200914,PRCP,48,,,N,
USW0071311,20200916,TMAX,253,,,W,
USW0071311,20200916,SNOW,13,,,7,
USW0071311,20200917,TMIN,-30,,,K,0800
USW0071311,20200917,SNOW,15,,,W,0700
USW0071311,20200917,TMAX,203,,,X,0700
USW0071311,20200917,PRCP,38,,,N,0800
USW0071311,20200921,TMIN,49,,,N,1700
USW0071311,20200921,SNWD,69,,,X,0700
USW0071311,20200921,TMAX,292,,,N,
USW0071311,20200924,TMIN,-88,,,W,1800
USW0071311,20200924,SNWD,50,,,K,0700
USW0071311,20200924,SNOW,7,,,X,1800
USW0071311,20200924,TMAX,128,,,W,1700
USW0071311,20201004,SNOW,7,,,N,1800
USW0071311,20201004,TMIN,86,,,W,1800
USW0071311,20201004,SNWD,23,,,W,0800
USW0071311,20201010,TMAX,136,,,7,0800
USW0071311,20201010,TMIN,22,,,K,1800
USW0071311,20201010,SNWD,22,,,K,
USW0071311,20201010,SNOW,8,,,X,1700
USW0071311,20201011,SNOW,3,,,K,0700
USW0071311,20201011,TMIN,-80,,,K,0700
USW0071311,20201011,TMAX,245,,,W,0800
USW0071311,20201012,SNWD,0,,,N,0700
USW0071311,20201012,TMIN,-24,,,K,
USW0071311,20201012,SNOW,42,,,N,1800
USW0071311,20201022,PRCP,34,,,W,0800
USW0071311,20201022,SNWD,63,,,7,1700
USW0071311,20201024,TMIN,-3,,,X,0800
USW0071311,20201024,PRCP,42,,,X,0800
USW0071311,20201024,SNWD,7,,,W,1700
USW0071311,20201028,TMAX,113,,,7,1800
USW0071311,20201028,SNWD,31,,,W,0800
USW0071311,20201028,TMIN,-100,,,X,1800
USW0071311,20201102,TMIN,192,,,X,
USW0071311,20201102,PRCP,40,,,7,1700
USW0071311,20201102,SNOW,2,,,K,
USW0071311,20201103,PRCP,21,,,N,1700
USW0071311,20201103,TMAX,161,,,X,0700
USW0071311,20201103,SNOW,9,,,K,1800
USW0071311,20201105,PRCP,5,,,W,0800
USW0071311,20201105,SNOW,1,,,W,0700
USW0071311,20201105,TMIN,-86,,,W,0700
USW0071311,20201117,SNWD,17,,,X,1800
USW0071311,20201117,PRCP,33,,,K,1700
USW0071311,20201117,TMAX,379,,,X,
USW0071311,20201117,SNOW,11,,,X,1800
USW0071311,20201120,SNWD,7,,,7,0800
USW0071311,20201120,TMIN,89,,,X,
USW0071311,20201120,SNOW,3,,,W,1700
USW0071311,20201124,TMIN,-9,,,K,1700
USW0071311,20201124,TMAX,194,,,N,0700
USW0071311,20201202,SNOW,5,,,X,
USW0071311,20201202,TMAX,260,,,X,0800
USW0071311,20201202,TMIN,-50,,,W,
USW0071311,20201202,SNWD,31,,,X,0700
USW0071311,20201207,TMIN,221,,,X,0700
USW0071311,20201207,PRCP,29,,,7,
USW0071311,20201212,TMIN,-17,,,K,1700
USW0071311,20201212,PRCP,136,,,7,1700
USW0071311,20201213,SNWD,13,,,K,1700
USW0071311,20201213,TMIN,6,,,N,
USW0071311,20201213,PRCP,14,,,K,0700
USW0071311,20201215,TMIN,-33,,,K,1800
USW0071311,20201215,SNOW,0,,,7,0700
USW0071311,20201217,SNOW,14,,,N,0700
USW0071311,20201217,TMAX,117,,,7,1800
USW0071311,20201219,SNOW,12,,,X,0800
USW0071311,20201219,PRCP,2,,,K,
USW0071311,20201219,SNWD,12,,,7,
USW0071311,20201219,TMIN,35,,,N,0800
USW0071311,20201220,SNOW,28,,,N,
USW0071311,20201220,TMAX,136,,,X,1700
USW0071311,20201221,TMIN,66,,,N,0700
USW0071311,20201221,PRCP,0,,,K,1800
USW0071311,20201221,SNOW,38,,,W,1700
USW0071311,20201225,SNWD,37,,,7,0700
USW0071311,20201225,SNOW,7,,,7,0700
USW0071311,20201225,PRCP,5,,,X,0800
USW0071311,20201225,TMAX,205,,,W,0800
USW0071311,20201227,SNWD,17,,,X,1800
USW0071311,20201227,PRCP,3,,,W,0700
USW0071311,20201230,TMIN,180,,,K,
USW0071311,20201230,TMAX,208,,,W,0700
USW0071311,20201230,SNOW,1,,,K,
USW0071311,20201230,PRCP,17,,,K,1800
USW0071311,20201231,SNWD,8,,,K,
USW0071311,20201231,TMIN,127,,,N,
USW0071311,20210105,TMIN,-12,,,W,
USW0071311,20210105,PRCP,32,,,N,0800
USW0071311,20210117,TMIN,45,,,K,1700
USW0071311,20210117,SNWD,4,,,X,0700
USW0071311,20210120,SNWD,32,,,W,0800
USW0071311,20210120,TMIN,-87,,,7,
USW0071311,20210120,SNOW,4,,,7,
USW0071311,20210126,TMIN,-24,,,W,
USW0071311,20210126,PRCP,40,,,W,1800
USW0071311,20210126,TMAX,44,,,X,0700
USW0071311,20210126,SNOW,11,,,N,1700
USW0071311,20210127,SNOW,3,,,K,0800
USW0071311,20210127,SNWD,45,,,N,0800
USW0071311,20210129,TMIN,74,,,K,1800
USW0071311,20210129,TMAX,184,,,7,
USW0071311,20210129,SNOW,0,,,N,0800
USW0071311,20210129,SNWD,19,,,X,1800
USW0071311,20210201,PRCP,30,,,K,0700
USW0071311,20210201,SNOW,3,,,7,
USW0071311,20210202,TMAX,278,,,W,0700
USW0071311,20210202,PRCP,11,,,K,
USW0071311,20210202,TMIN,-5,,,X,0800
USW0071311,20210206,SNOW,10,,,7,0800
USW0071311,20210206,TMIN,107,,,K,1700
USW0071311,20210206,PRCP,7,,,K,1700
USW0071311,20210216,PRCP,6,,,N,
USW0071311,20210216,SNWD,18,,,K,0800
USW0071311,20210219,PRCP,0,,,7,1700
USW0071311,20210219,TMIN,-2,,,K,1700
USW0071311,20210220,PRCP,13,,,N,0800
USW0071311,20210220,TMAX,132,,,X,0800
USW0071311,20210220,SNOW,11,,,7,0800
USW0071311,20210220,TMIN,100,,,7,0700
USW0071311,20210302,SNOW,2,,,X,
USW0071311,20210302,TMAX,146,,,N,0700
USW0071311,20210302,PRCP,1,,,K,0700
USW0071311,20210303,SNOW,22,,,N,1800
USW0071311,20210303,SNWD,1,,,7,
USW0071311,20210305,TMAX,220,,,7,
USW0071311,20210305,TMIN,66,,,W,0800
USW0071311,20210318,TMAX,184,,,X,0700
USW0071311,20210318,SNOW,3,,,W,0700
USW0071311,20210319,SNWD,13,,,7,1700
USW0071311,20210319,SNOW,16,,,X,1700
USW0071311,20210319,TMAX,261,,,W,1800
USW0071311,20210319,TMIN,-66,,,N,1700
USW0071311,20210322,SNOW,0,,,7,0700
USW0071311,20210322,TMAX,334,,,W,1800
USW0071311,20210322,PRCP,28,,,N,1800
USW0071311,20210322,TMIN,-56,,,W,
USW0071311,20210324,TMAX,112,,,X,
USW0071311,20210324,TMIN,61,,,7,
USW0071311,20210327,SNOW,64,,,W,1700
USW0071311,20210327,SNWD,52,,,K,0700
USW0071311,20210327,TMAX,338,,,N,
USW0071311,20210328,SNOW,0,,,N,1800
USW0071311,20210328,TMIN,52,,,W,1700
USW0071311,20210328,PRCP,3,,,K,0700
USW0071311,20210330,SNWD,45,,,7,0800
USW0071311,20210330,TMAX,241,,,K,0700
USW0071311,20210330,SNOW,0,,,X,
USW0071311,20210330,TMIN,-64,,,K,0800
USW0071311,20210404,TMIN,126,,,W,1800
USW0071311,20210404,SNOW,4,,,W,0700
USW0071311,20210404,SNWD,12,,,X,0800
USW0071311,20210404,PRCP,0,,,7,0700
USW0071311,20210405,TMIN,-30,,,W,0700
USW0071311,20210405,SNWD,6,,,X,0700
USW0071311,20210405,PRCP,15,,,X,1700
USW0071311,20210405,TMAX,129,,,7,0800
USW0071311,20210415,TMIN,39,,,W,1700
USW0071311,20210415,PRCP,120,,,X,1700
USW0071311,20210415,SNWD,20,,,7,0700
USW0071311,20210419,SNWD,1,,,X,0700
USW0071311,20210419,TMAX,234,,,K,1700
USW0071311,20210419,PRCP,46,,,7,0800
USW0071311,20210419,TMIN,9,,,W,1700
USW0071311,20210421,TMAX,134,,,X,0800
USW0071311,20210421,PRCP,33,,,K,
USW0071311,20210421,SNOW,20,,,W,0700
USW0071311,20210426,SNOW,1,,,7,1800
USW0071311,20210426,PRCP,14,,,K,0700
USW0071311,20210428,SNWD,5,,,X,1800
USW0071311,20210428,TMAX,160,,,X,1700
USW0071311,20210428,TMIN,76,,,W,0800
USW0071311,20210428,PRCP,12,,,X,
USW0071311,20210429,SNWD,11,,,W,1800
USW0071311,20210429,SNOW,3,,,X,1700
USW0071311,20210430,TMAX,207,,,7,0700
USW0071311,20210430,TMIN,18,,,K,
USW0071311,20210430,SNOW,15,,,K,0800
USW0071311,20210505,SNWD,20,,,K,1700
USW0071311,20210505,PRCP,31,,,W,
USW0071311,20210505,SNOW,3,,,K,0800
USW0071311,20210508,PRCP,38,,,N,1800
USW0071311,20210508,SNWD,12,,,X,1800
USW0071311,20210510,SNOW,17,,,N,
USW0071311,20210510,SNWD,59,,,K,
USW0071311,20210519,SNWD,8,,,N,1800
USW0071311,20210519,TMAX,264,,,K,1700
USW0071311,20210519,PRCP,32,,,N,1700
USW0071311,20210519,TMIN,-73,,,X,0700
USW0071311,20210520,SNOW,18,,,N,1700
USW0071311,20210520,TMIN,7,,,W,0800
USW0071311,20210520,PRCP,3,,,X,1800
USW0071311,20210521,PRCP,25,,,X,0700
USW0071311,20210521,TMIN,66,,,7,0800
USW0071311,20210521,SNWD,13,,,K,1700
USW0071311,20210525,TMIN,13,,,X,
USW0071311,20210525,SNOW,1,,,N,1800
USW0071311,20210525,PRCP,50,,,7,0800
USW0071311,20210525,SNWD,0,,,N,1700
USW0071311,20210526,PRCP,89,,,X,0700
USW0071311,20210526,SNOW,0,,,7,1700
USW0071311,20210529,PRCP,2,,,K,0700
USW0071311,20210529,TMAX,223,,,W,1800
USW0071311,20210529,TMIN,79,,,K,1800
USW0071311,20210602,TMIN,-63,,,K,0700
USW0071311,20210602,SNWD,9,,,7,0700
USW0071311,20210602,TMAX,189,,,7,
